id,mes,ano,data_pagamento,status,pdf_consolidado_url,total_documentos,documentos_vinculados,documentos_pendentes,created_by,created_at,updated_at
87ff77c6-19b5-4655-add4-e1068a938ff5,5,2023,2023-05-30,rascunho,,0,0,0,,2026-03-30T17:59:44+00:00,2026-03-30T17:59:44+00:00
f308a3a3-3f56-4af3-a95f-522bd3a99656,6,2023,2023-06-29,rascunho,,0,0,0,,2026-03-30T17:59:44+00:00,2026-03-30T17:59:44+00:00
96b4be3a-8eb4-49e2-8c9a-2156e453d23c,7,2023,2023-07-28,rascunho,,0,0,0,,2026-03-30T17:59:44+00:00,2026-03-30T17:59:44+00:00
a3a3ccef-433a-4943-8d19-ff191979ac15,8,2023,2023-08-30,rascunho,,0,0,0,,2026-03-30T17:59:44+00:00,2026-03-30T17:59:44+00:00
0aa39d30-66d5-40e6-bb29-68152b2f7a14,9,2023,2023-09-29,rascunho,,0,0,0,,2026-03-30T17:59:44+00:00,2026-03-30T17:59:44+00:00
26a7e93e-be6c-4127-9891-137800f80ce0,10,2023,2023-10-27,rascunho,,0,0,0,,2026-03-30T17:59:44+00:00,2026-03-30T17:59:44+00:00
5808d684-b9d8-4e40-8d11-79f7520126e5,11,2023,2023-11-30,rascunho,,0,0,0,,2026-03-30T17:59:44+00:00,2026-03-30T17:59:44+00:00
c4b009af-8b34-45cc-a8c8-7e37f22a99e8,12,2023,2023-12-15,rascunho,,0,0,0,,2026-03-30T17:59:44+00:00,2026-03-30T17:59:44+00:00
8816bd4e-8ebc-4fdd-95c0-ccc35df18f41,1,2024,2024-01-30,rascunho,,0,0,0,,2026-03-30T17:59:44+00:00,2026-03-30T17:59:44+00:00
b228614a-f6f5-46a2-8355-5013f9917b53,2,2024,2024-02-29,rascunho,,0,0,0,,2026-03-30T17:59:44+00:00,2026-03-30T17:59:44+00:00
9de4ab9a-e60c-4e2b-b004-af8a94a26020,3,2024,2024-03-27,rascunho,,0,0,0,,2026-03-30T17:59:44+00:00,2026-03-30T17:59:44+00:00
afb46d89-2a75-4d5b-9ba3-165c6bee5069,4,2024,2024-04-29,rascunho,,0,0,0,,2026-03-30T17:59:44+00:00,2026-03-30T17:59:44+00:00
5331b80e-3eb8-4e16-8d05-52dce66e5a5a,5,2024,2024-05-29,rascunho,,0,0,0,,2026-03-30T17:59:44+00:00,2026-03-30T17:59:44+00:00
de29de9c-8706-41fa-bf84-e4cf85ba3df8,6,2024,2024-06-27,rascunho,,0,0,0,,2026-03-30T17:59:44+00:00,2026-03-30T17:59:44+00:00
7bb30f2c-507c-4a0c-95d1-003fb0c6ceae,7,2024,2024-07-30,rascunho,,0,0,0,,2026-03-30T17:59:44+00:00,2026-03-30T17:59:44+00:00
2500b54d-df76-47eb-93e6-d0c3d519b785,8,2024,2024-08-29,rascunho,,0,0,0,,2026-03-30T17:59:44+00:00,2026-03-30T17:59:44+00:00
fec11241-3fe6-4204-98f9-e8c400d40a56,9,2024,2024-09-27,rascunho,,0,0,0,,2026-03-30T17:59:44+00:00,2026-03-30T17:59:44+00:00
762b7494-9a02-4581-92ab-7fac0ad83987,10,2024,2024-10-30,rascunho,,0,0,0,,2026-03-30T17:59:44+00:00,2026-03-30T17:59:44+00:00
d1515630-84ea-4405-89fc-29f1780fccae,11,2024,2024-11-28,rascunho,,0,0,0,,2026-03-30T17:59:44+00:00,2026-03-30T17:59:44+00:00
8826fe43-f1e2-4f48-a6b0-a494072366ff,12,2024,2024-12-13,rascunho,,0,0,0,,2026-03-30T17:59:44+00:00,2026-03-30T17:59:44+00:00
3ec86a7b-ec07-4ccd-9531-dd24915f9449,1,2025,2025-01-30,rascunho,,0,0,0,,2026-03-30T17:59:44+00:00,2026-03-30T17:59:44+00:00
fc86cee5-b3c8-4077-ad2d-4e196fc154a7,2,2025,2025-02-27,rascunho,,0,0,0,,2026-03-30T17:59:44+00:00,2026-03-30T17:59:44+00:00
773860ed-aa12-400a-aa17-cba70cca8987,3,2025,2025-03-28,rascunho,,0,0,0,,2026-03-30T17:59:44+00:00,2026-03-30T17:59:44+00:00
d4603e9f-e4fc-458e-b383-f5a1c4689866,4,2025,2025-04-29,rascunho,,0,0,0,,2026-03-30T17:59:44+00:00,2026-03-30T17:59:44+00:00
b064167d-4ea5-4443-9093-d44edbe790c7,5,2025,2025-05-29,rascunho,,0,0,0,,2026-03-30T17:59:44+00:00,2026-03-30T17:59:44+00:00
268c3641-d9f6-4731-8c8a-c1907427f5b8,6,2025,2025-06-27,rascunho,,0,0,0,,2026-03-30T17:59:44+00:00,2026-03-30T17:59:44+00:00
3499a2a0-d148-4fac-8069-0df1be5e7fbb,7,2025,2025-07-29,rascunho,,0,0,0,,2026-03-30T17:59:44+00:00,2026-03-30T17:59:44+00:00
6c713030-e367-4d8d-9467-93c200700e58,8,2025,2025-08-28,rascunho,,0,0,0,,2026-03-30T17:59:44+00:00,2026-03-30T17:59:44+00:00
a0d8c39d-57fa-483c-aec8-c76ed74599cf,9,2025,2025-09-29,rascunho,,0,0,0,,2026-03-30T17:59:44+00:00,2026-03-30T17:59:44+00:00
26941ed6-a872-4749-b540-ef46a766a32d,10,2025,2025-10-30,rascunho,,0,0,0,,2026-03-30T17:59:44+00:00,2026-03-30T17:59:44+00:00
