id,pessoa_id,tipo_admissao_id,tipo_contrato,n1_id,n2_id,n3_id,responsavel_rh_id,cargo_id,beneficios_ids,status_dados_pessoais,etapa_atual_id,observacao,gestor_id,primeiro_emprego_clt,created_at,updated_at
3557b722-9eb4-4778-aead-337cb831c8b3,,,Cooperado,,,,11cf48a3-c9f7-42af-8846-31581fe4dffe,,,,,,,false,2026-03-31T23:45:53+00:00,2026-03-31T23:45:53+00:00
3ab97487-830a-4e8c-bfde-901fef819327,,,Cooperado,,,,5123bfeb-2173-4c45-bc8b-37229e8b6518,,,,,,,false,2026-03-31T23:45:53+00:00,2026-03-31T23:45:53+00:00
14520243-af40-47d6-9024-e92ee2df6b3d,,,CLT,,,,404333d5-77ed-4199-a54e-e1a97579ee48,,,,,,,false,2026-03-31T23:45:53+00:00,2026-03-31T23:45:53+00:00
10cb1c2e-20c6-432d-a90d-2688ba3a41d8,,,PJ,,,,404333d5-77ed-4199-a54e-e1a97579ee48,,,,,,,false,2026-03-31T23:45:53+00:00,2026-03-31T23:45:53+00:00
9fc32073-7776-4991-af3f-a6a20205ccba,,,CLT,,,,404333d5-77ed-4199-a54e-e1a97579ee48,,,,,,,false,2026-03-31T23:45:53+00:00,2026-03-31T23:45:53+00:00
e28fe453-388b-406e-8c21-cad758a150cd,967febfe-7989-46ec-b107-f3bea41b3823,,CLT,,,,2a32bbea-d3fa-40a3-8386-84ab02657e1c,,,Preenchido,,,,false,2026-03-31T23:45:53+00:00,2026-03-31T23:45:53+00:00
63b600a5-5701-44fe-a8b0-aa657eea5a69,32e09fe1-bb7a-4c4f-972b-4ce28014660e,,Cooperado,,,,e2f516a9-fa1a-4059-8e16-6efec957c965,,,Preenchido,,,,false,2026-03-31T23:45:53+00:00,2026-03-31T23:45:53+00:00
6a06c5c8-cb1b-4906-87c0-dc086cb53cc4,fcf3b16e-a1af-4c9a-a9dc-df6e732854d5,,Cooperado,,,,404333d5-77ed-4199-a54e-e1a97579ee48,,,Preenchido,,,,false,2026-03-31T23:45:53+00:00,2026-03-31T23:45:53+00:00
faa8a478-9a61-458b-9239-760c5a2bb27f,33e309d3-818a-41e6-a03d-f3db795b8526,,PJ,,,,11cf48a3-c9f7-42af-8846-31581fe4dffe,,,Preenchido,,,,false,2026-03-31T23:45:53+00:00,2026-03-31T23:45:53+00:00
4ba2adf7-73f2-4a58-8c9b-ca3f0a603465,c15b3932-f741-4eb1-9122-5a01ccdc426f,,Cooperado,,,,404333d5-77ed-4199-a54e-e1a97579ee48,,,Preenchido,,,,false,2026-03-31T23:45:53+00:00,2026-03-31T23:45:53+00:00
3f9b19eb-4a40-4753-8090-c0266511034e,f44a7f8c-abb8-4ef5-9c57-381e23fbc13d,,Cooperado,,,,404333d5-77ed-4199-a54e-e1a97579ee48,,,Preenchido,,,,false,2026-03-31T23:45:53+00:00,2026-03-31T23:45:53+00:00
189a1b6d-acb9-43be-9db9-02b158ea5ff2,2c10629a-89a9-4dd8-bd9b-4901617d0c83,,Cooperado,,,,404333d5-77ed-4199-a54e-e1a97579ee48,,,Preenchido,,,,false,2026-03-31T23:45:53+00:00,2026-03-31T23:45:53+00:00
5af835f2-706a-4959-8a2c-2399cb05e4cb,8fb2de6f-39c3-4086-ae03-ed251ecca782,,PJ,,,,404333d5-77ed-4199-a54e-e1a97579ee48,,,Preenchido,,,,false,2026-03-31T23:45:53+00:00,2026-03-31T23:45:53+00:00
16de0e50-5b36-40d1-808f-6519ce7bb799,fd19ac05-863a-4fb2-92eb-ca06bec49a36,,Cooperado,,,,404333d5-77ed-4199-a54e-e1a97579ee48,,,Preenchido,,,,false,2026-03-31T23:45:53+00:00,2026-03-31T23:45:53+00:00
07f7b7d8-d633-4e8a-9bff-b4cdbe181c06,41edb67e-d00f-4980-9264-d5ce4bf5c7c4,,Cooperado,,,,404333d5-77ed-4199-a54e-e1a97579ee48,,,Preenchido,,,,false,2026-03-31T23:45:53+00:00,2026-03-31T23:45:53+00:00
6e066902-fedb-4bc4-9470-d346c3cc08dd,9b5f1d95-33e2-4da5-a1fe-50e7cf4f8c29,,Cooperado,,,,404333d5-77ed-4199-a54e-e1a97579ee48,,,Preenchido,,,,false,2026-03-31T23:45:53+00:00,2026-03-31T23:45:53+00:00
