id,pessoa_id,periodo_inicio,periodo_fim,status,observacoes,mes_ano_referencia,comentario_gestor,comentario_rh,aprovado_gestor_em,aprovado_rh_em,pagamento_gerado,motivo_reprovacao,created_at,updated_at
cbd71238-5a06-41ae-9f09-ea4f23c6ca2e,c5e7f4fc-8ff2-49e2-b690-7c3df959528f,2022-12-12,2022-12-21,Pago,,,,,,,false,,2026-04-02T01:03:56+00:00,2026-04-02T01:03:56+00:00
6a49278c-9ef2-42c3-b7cc-cab8c9297ba8,c5e7f4fc-8ff2-49e2-b690-7c3df959528f,2022-12-23,2023-01-01,Pago,,,,,,,false,,2026-04-02T01:03:56+00:00,2026-04-02T01:03:56+00:00
980364dc-ed53-4d63-aa07-85b5cc8ffc10,c5e7f4fc-8ff2-49e2-b690-7c3df959528f,2023-03-16,2023-03-30,Pago,,,,,,,false,,2026-04-02T01:03:56+00:00,2026-04-02T01:03:56+00:00
b93d5249-4c33-4b98-bb5e-e8fd94f13e69,d9e9531a-f801-4c2c-b0ae-1e7214804e0e,2022-11-21,2022-12-05,Pago,,,,,,,false,,2026-04-02T01:03:56+00:00,2026-04-02T01:03:56+00:00
f28792d5-5725-4050-88bb-2df3657df6a2,d9e9531a-f801-4c2c-b0ae-1e7214804e0e,2022-12-23,2023-01-01,Pago,,,,,,,false,,2026-04-02T01:03:56+00:00,2026-04-02T01:03:56+00:00
a6e4dd44-a641-4ff4-a20c-5031ae2371ca,38dd7d79-a65b-43c9-8de9-a619fb8ea7ac,2022-12-16,2022-12-22,Pago,,,,,,,false,,2026-04-02T01:03:56+00:00,2026-04-02T01:03:56+00:00
83d9fee7-703a-42b0-95ec-94353c622a88,38dd7d79-a65b-43c9-8de9-a619fb8ea7ac,2022-12-23,2023-01-01,Pago,,,,,,,false,,2026-04-02T01:03:56+00:00,2026-04-02T01:03:56+00:00
9ca755bf-4386-48de-98b6-cbd99431a715,474d8055-741a-41ae-8e1f-18f96300cdad,2022-08-16,2022-08-25,Pago,,,,,,,false,,2026-04-02T01:03:56+00:00,2026-04-02T01:03:56+00:00
88b7c055-ca2d-4ccf-af70-7b1d25ea280f,474d8055-741a-41ae-8e1f-18f96300cdad,2022-12-23,2023-01-01,Pago,,,,,,,false,,2026-04-02T01:03:56+00:00,2026-04-02T01:03:56+00:00
bb92c4b9-8d05-4a4e-a854-3019a34fea92,474d8055-741a-41ae-8e1f-18f96300cdad,2023-01-04,2023-01-18,Pago,,,,,,,false,,2026-04-02T01:03:56+00:00,2026-04-02T01:03:56+00:00
ab191fd4-2ac5-412a-90c9-b96178487d44,46dbdd56-2340-450b-adba-3dfa7b8b26f7,2023-07-31,2023-08-07,Pago,,,,,,,false,,2026-04-02T01:03:56+00:00,2026-04-02T01:03:56+00:00
09b5b7db-83f9-42e6-bbe3-03d43dc3d153,7825fa7c-8846-4ea9-9ca0-0ecc9a329611,2022-11-17,2022-11-26,Pago,,,,,,,false,,2026-04-02T01:03:56+00:00,2026-04-02T01:03:56+00:00
7976da7b-b24c-4c33-ab8b-cfd38c2c1d7c,7825fa7c-8846-4ea9-9ca0-0ecc9a329611,2022-12-23,2023-01-01,Pago,,,,,,,false,,2026-04-02T01:03:56+00:00,2026-04-02T01:03:56+00:00
be1cd7a7-f504-4fe2-8f30-2dfbffd13073,7825fa7c-8846-4ea9-9ca0-0ecc9a329611,2023-08-17,2023-08-26,Pago,,,,,,,false,,2026-04-02T01:03:56+00:00,2026-04-02T01:03:56+00:00
4bbacdcf-0093-497c-8f89-9eb98d35a902,a610aa08-d0fe-4689-8c77-a0bfe715e63d,2022-06-06,2022-06-15,Pago,,,,,,,false,,2026-04-02T01:03:56+00:00,2026-04-02T01:03:56+00:00
5d3fbcc4-68c1-44e8-9e8d-99477bc4b9a0,a610aa08-d0fe-4689-8c77-a0bfe715e63d,2022-11-30,2022-12-09,Pago,,,,,,,false,,2026-04-02T01:03:56+00:00,2026-04-02T01:03:56+00:00
46d57b1e-1a6e-4c7a-9a07-0d77f5c033d6,a610aa08-d0fe-4689-8c77-a0bfe715e63d,2022-12-23,2023-01-01,Pago,,,,,,,false,,2026-04-02T01:03:56+00:00,2026-04-02T01:03:56+00:00
300df30d-792f-491a-b656-681ef5255b10,a610aa08-d0fe-4689-8c77-a0bfe715e63d,2023-05-29,2023-06-07,Pago,,,,,,,false,,2026-04-02T01:03:56+00:00,2026-04-02T01:03:56+00:00
52b68802-6d46-4d1c-9f82-847018bc1507,7ac0758d-cced-488e-8d38-fe428f2d7a5c,2022-12-23,2023-01-01,Pago,,,,,,,false,,2026-04-02T01:03:56+00:00,2026-04-02T01:03:56+00:00
069be608-83cf-4cf3-abe1-d1ab46206583,988641ba-8f64-43b2-b4b0-8c9851086a6e,2022-12-23,2023-01-01,Pago,,,,,,,false,,2026-04-02T01:03:56+00:00,2026-04-02T01:03:56+00:00
be44e81d-3282-42e5-9e8f-62f2156cb85f,426e2317-fae9-47b2-882f-8ec5158df615,2022-12-23,2023-01-01,Pago,,,,,,,false,,2026-04-02T01:03:56+00:00,2026-04-02T01:03:56+00:00
25e6e8c1-6039-4a6a-aaff-8299928b0c1e,707a95ab-689a-4a67-b7dc-92ffb55d41c3,2022-12-23,2023-01-01,Pago,,,,,,,false,,2026-04-02T01:03:56+00:00,2026-04-02T01:03:56+00:00
f67940a2-e7ff-4b1f-86f9-97291a23cd68,ecb6fa52-c067-46e5-908e-ed9b7aaa2f41,2022-12-23,2023-01-01,Pago,,,,,,,false,,2026-04-02T01:03:56+00:00,2026-04-02T01:03:56+00:00
683dd991-9b8d-44b9-82e7-dfab4cb266e7,ecb6fa52-c067-46e5-908e-ed9b7aaa2f41,2023-03-22,2023-04-05,Pago,,,,,,,false,,2026-04-02T01:03:56+00:00,2026-04-02T01:03:56+00:00
cfba31f0-301e-42bb-8d65-5e5a181caad9,960f9030-7a96-4660-a72a-9dd6abbf8b08,2022-12-23,2023-01-01,Pago,,,,,,,false,,2026-04-02T01:03:56+00:00,2026-04-02T01:03:56+00:00
5dd6a3d2-5c87-48f5-93a7-423c3f3d1b5c,4f4efdd7-3d1a-4149-ac9a-3889f10b95d5,2022-12-12,2022-12-16,Pago,,,,,,,false,,2026-04-02T01:03:56+00:00,2026-04-02T01:03:56+00:00
3cb1b460-2368-4a61-b675-78e24c5d77ed,4f4efdd7-3d1a-4149-ac9a-3889f10b95d5,2022-12-23,2023-01-01,Pago,,,,,,,false,,2026-04-02T01:03:56+00:00,2026-04-02T01:03:56+00:00
aa4cfd89-ddf3-4fbb-973c-d7569ada3e74,0457c850-7ef3-47c7-b607-1862e30b88bb,2022-08-05,2022-08-14,Pago,,,,,,,false,,2026-04-02T01:03:56+00:00,2026-04-02T01:03:56+00:00
8eff426d-4bc6-4154-b7e9-9298f3cc9065,0457c850-7ef3-47c7-b607-1862e30b88bb,2022-12-23,2023-01-01,Pago,,,,,,,false,,2026-04-02T01:03:56+00:00,2026-04-02T01:03:56+00:00
3491a991-16c7-493b-b48d-8569919a6ab3,0457c850-7ef3-47c7-b607-1862e30b88bb,2023-03-27,2023-04-05,Pago,,,,,,,false,,2026-04-02T01:03:56+00:00,2026-04-02T01:03:56+00:00
eec8d12a-00db-4ea6-82b4-9d2d984e1859,0457c850-7ef3-47c7-b607-1862e30b88bb,2023-07-17,2023-07-31,Pago,,,,,,,false,,2026-04-02T01:03:56+00:00,2026-04-02T01:03:56+00:00
103ae49d-c390-4d55-97c4-f7a5d2d21bc5,d1cda6be-6cc4-488b-9375-31921f9d998f,2022-12-09,2022-12-23,Pago,,,,,,,false,,2026-04-02T01:03:56+00:00,2026-04-02T01:03:56+00:00
3c0b03ee-6ad1-4779-8082-afc036bb02b7,d1cda6be-6cc4-488b-9375-31921f9d998f,2022-12-23,2023-01-01,Pago,,,,,,,false,,2026-04-02T01:03:56+00:00,2026-04-02T01:03:56+00:00
81bf8034-b69d-4274-87cb-2def43760d3c,00f71b01-c55c-4437-a0a7-d95da6ebd5b2,2022-12-23,2023-01-01,Pago,,,,,,,false,,2026-04-02T01:03:56+00:00,2026-04-02T01:03:56+00:00
89053231-3d34-4d84-b459-b7f8a4b5f4c1,00f71b01-c55c-4437-a0a7-d95da6ebd5b2,2022-11-15,2022-11-29,Pago,,,,,,,false,,2026-04-02T01:03:56+00:00,2026-04-02T01:03:56+00:00
4e949da9-666a-43b8-a4c1-f300fd0691fc,00f71b01-c55c-4437-a0a7-d95da6ebd5b2,2022-07-11,2022-07-25,Pago,,,,,,,false,,2026-04-02T01:03:56+00:00,2026-04-02T01:03:56+00:00
d4167e9d-6317-4f42-8ab4-bf92be24aee6,54883200-ee36-4ba3-8644-11696c04b002,2022-12-23,2023-01-01,Pago,,,,,,,false,,2026-04-02T01:03:56+00:00,2026-04-02T01:03:56+00:00
44890815-2811-4f52-8f18-6519e3225b03,c9b33660-fbdf-49bc-9b3a-7db12c071b6f,2022-12-23,2023-01-01,Pago,,,,,,,false,,2026-04-02T01:03:56+00:00,2026-04-02T01:03:56+00:00
056fa136-c6fc-4bed-bf81-352277a6f815,ecc8dba7-abf0-48c9-b891-2fd6c5c87e65,2022-06-20,2022-06-29,Pago,,,,,,,false,,2026-04-02T01:03:56+00:00,2026-04-02T01:03:56+00:00
942f50af-7018-4bcf-9f6a-7355714a29f6,ecc8dba7-abf0-48c9-b891-2fd6c5c87e65,2022-12-13,2022-12-22,Pago,,,,,,,false,,2026-04-02T01:03:56+00:00,2026-04-02T01:03:56+00:00
647052b9-cee9-4db9-a3f4-e6e26e63caa9,ecc8dba7-abf0-48c9-b891-2fd6c5c87e65,2022-12-23,2023-01-01,Pago,,,,,,,false,,2026-04-02T01:03:56+00:00,2026-04-02T01:03:56+00:00
bfd38bf7-8c9e-4800-88f5-51db0fddc608,ecc8dba7-abf0-48c9-b891-2fd6c5c87e65,2023-07-17,2023-07-26,Pago,,,,,,,false,,2026-04-02T01:03:56+00:00,2026-04-02T01:03:56+00:00
