id,pessoa_id,contrato_id,periodo_aquisitivo_id,periodo_inicio,periodo_fim,duracao_dias,valor_recesso,mes_ano_referencia,status,observacoes,comentario_gestor,comentario_rh,aprovado_gestor_em,aprovado_rh_em,pagamento_gerado,motivo_reprovacao,created_at,updated_at
f17bc842-9d25-40fe-9999-d8c43c9cfd8a,cc9c032c-0252-4b2f-9dae-da98011551a8,,,2020-01-18,2020-01-31,,,,Pago,,,,,,false,,2026-03-31T16:10:28+00:00,2026-03-31T16:10:28+00:00
ffd43452-5b42-481d-bfba-7eb7330d9dec,a7419f66-1aca-44f0-8ab1-ecba774d355f,,,2020-10-02,2020-10-02,,,,Pago,,,,,,false,,2026-03-31T16:10:28+00:00,2026-03-31T16:10:28+00:00
8c6ef4c2-9d36-45af-a9ca-c9d7cd4e0e64,a7419f66-1aca-44f0-8ab1-ecba774d355f,,,2020-10-05,2020-10-05,,,,Pago,,,,,,false,,2026-03-31T16:10:28+00:00,2026-03-31T16:10:28+00:00
6b3e5d87-ac80-4f0d-88c0-5b62b16cd344,bfb2bb08-d29d-4924-a9f8-33b490b39e6d,,,2020-10-05,2020-10-09,,,,Pago,,,,,,false,,2026-03-31T16:10:28+00:00,2026-03-31T16:10:28+00:00
0ebba0ed-ea13-452f-bd81-1c7978f380bf,174346de-3584-4e69-8b14-93a5b2d328fd,,,2020-10-09,2020-10-09,,,,Pago,,,,,,false,,2026-03-31T16:10:28+00:00,2026-03-31T16:10:28+00:00
8d5858bc-86f9-40ff-a132-363635400d1d,c7b6c2a1-e8ad-44cc-b320-afdf3b22c5d0,,,2020-10-23,2020-10-23,,,,Pago,,,,,,false,,2026-03-31T16:10:28+00:00,2026-03-31T16:10:28+00:00
b54d2497-6276-4872-97d8-9ec73563fc07,c7b6c2a1-e8ad-44cc-b320-afdf3b22c5d0,,,2020-10-26,2020-10-26,,,,Pago,,,,,,false,,2026-03-31T16:10:28+00:00,2026-03-31T16:10:28+00:00
dc2dea30-d230-44f7-aeab-3f32ad8f2561,8a12453f-cfb5-43a5-9d6f-3e391c24a7ba,,,2020-10-26,2020-10-30,,,,Pago,,,,,,false,,2026-03-31T16:10:28+00:00,2026-03-31T16:10:28+00:00
a9f572b0-73a9-4afa-92d9-4325e1d1625b,b6ddc067-1661-455a-af0e-a85032256764,,,2020-11-23,2020-11-25,,,,Pago,,,,,,false,,2026-03-31T16:10:28+00:00,2026-03-31T16:10:28+00:00
64e48825-e280-49c8-b387-0ff78f574d39,a7419f66-1aca-44f0-8ab1-ecba774d355f,,,2020-11-16,2020-12-01,,,,Pago,,,,,,false,,2026-03-31T16:10:28+00:00,2026-03-31T16:10:28+00:00
82209efc-19b1-4758-8c12-aac0c6fd70e1,7d440f01-5191-4453-9773-f8f5197d89d6,,,2020-12-01,2020-12-04,,,,Pago,,,,,,false,,2026-03-31T16:10:28+00:00,2026-03-31T16:10:28+00:00
fe381f98-e785-47f8-a5ca-f7311d5a19aa,8a12453f-cfb5-43a5-9d6f-3e391c24a7ba,,,2020-12-11,2020-12-11,,,,Pago,,,,,,false,,2026-03-31T16:10:28+00:00,2026-03-31T16:10:28+00:00
df30753d-8b03-4d35-a2d9-e5c5b309926b,6362c430-d242-4a99-82f1-a41fee97b517,,,2020-12-11,2020-12-11,,,,Pago,,,,,,false,,2026-03-31T16:10:28+00:00,2026-03-31T16:10:28+00:00
1eb8c0f1-97bc-48e5-bcbd-e9e1f80a7e66,6362c430-d242-4a99-82f1-a41fee97b517,,,2020-12-18,2020-12-18,,,,Pago,,,,,,false,,2026-03-31T16:10:28+00:00,2026-03-31T16:10:28+00:00
bb8baaa2-98aa-4100-b4b0-a71e385469f6,9b355bae-488d-4f74-9bb1-011e97e618dc,,,2020-12-10,2020-12-29,,,,Pago,,,,,,false,,2026-03-31T16:10:28+00:00,2026-03-31T16:10:28+00:00
ae75fba8-acef-455e-94f3-e65bce0fd2d0,8a12453f-cfb5-43a5-9d6f-3e391c24a7ba,,,2021-01-04,2021-01-08,,,,Pago,,,,,,false,,2026-03-31T16:10:28+00:00,2026-03-31T16:10:28+00:00
9df2d130-82b0-41e2-a4a8-afcb7b1ab434,c7b6c2a1-e8ad-44cc-b320-afdf3b22c5d0,,,2021-02-17,2021-02-19,,,,Pago,,,,,,false,,2026-03-31T16:10:28+00:00,2026-03-31T16:10:28+00:00
457af008-1e20-44a0-a399-19b6a077fd09,b6ddc067-1661-455a-af0e-a85032256764,,,2021-02-18,2021-03-09,,,,Pago,,,,,,false,,2026-03-31T16:10:28+00:00,2026-03-31T16:10:28+00:00
a508fd5d-bace-49b9-b077-e3d39b621792,7d440f01-5191-4453-9773-f8f5197d89d6,,,2021-03-15,2021-03-19,,,,Pago,,,,,,false,,2026-03-31T16:10:28+00:00,2026-03-31T16:10:28+00:00
c05f879e-3f35-4622-b414-214e22303016,6362c430-d242-4a99-82f1-a41fee97b517,,,2021-03-22,2021-04-01,,,,Pago,,,,,,false,,2026-03-31T16:10:28+00:00,2026-03-31T16:10:28+00:00
58c05522-426a-4c0b-9f18-2c06f746f9d5,a7419f66-1aca-44f0-8ab1-ecba774d355f,,,2021-04-12,2021-04-12,,,,Pago,,,,,,false,,2026-03-31T16:10:28+00:00,2026-03-31T16:10:28+00:00
06ee29a0-0745-427a-a259-5748450a12c7,c7b6c2a1-e8ad-44cc-b320-afdf3b22c5d0,,,2021-04-26,2021-04-30,,,,Pago,,,,,,false,,2026-03-31T16:10:28+00:00,2026-03-31T16:10:28+00:00
f4aa23ac-e177-4f5c-8aae-b2cea7b02cd5,c7b6c2a1-e8ad-44cc-b320-afdf3b22c5d0,,,2021-05-03,2021-05-07,,,,Pago,,,,,,false,,2026-03-31T16:10:28+00:00,2026-03-31T16:10:28+00:00
838a6848-3093-4503-8eb0-ac1a59e6a5b9,c7b6c2a1-e8ad-44cc-b320-afdf3b22c5d0,,,2021-04-22,2021-05-07,,,,Pago,,,,,,false,,2026-03-31T16:10:28+00:00,2026-03-31T16:10:28+00:00
b8b3b221-2b33-4da3-bc70-514d59754336,bfb2bb08-d29d-4924-a9f8-33b490b39e6d,,,2021-05-17,2021-05-21,,,,Pago,,,,,,false,,2026-03-31T16:10:28+00:00,2026-03-31T16:10:28+00:00
cdb9f665-295b-4eba-a9de-5c4165d54e7d,a7419f66-1aca-44f0-8ab1-ecba774d355f,,,2021-06-11,2021-06-11,,,,Pago,,,,,,false,,2026-03-31T16:10:28+00:00,2026-03-31T16:10:28+00:00
91f63ae2-d988-4488-bda6-ad98bcb876c6,b6ddc067-1661-455a-af0e-a85032256764,,,2021-06-14,2021-06-14,,,,Pago,,,,,,false,,2026-03-31T16:10:28+00:00,2026-03-31T16:10:28+00:00
d6122ec3-f27a-42db-bdf6-f16f3681b0c5,744a59bb-8278-4605-a289-58212dd03944,,,2021-06-24,2021-06-25,,,,Pago,,,,,,false,,2026-03-31T16:10:28+00:00,2026-03-31T16:10:28+00:00
1ffd31e7-e043-4432-889f-47b6b31b41b3,b6ddc067-1661-455a-af0e-a85032256764,,,2021-07-19,2021-07-28,,,,Pago,,,,,,false,,2026-03-31T16:10:28+00:00,2026-03-31T16:10:28+00:00
478294f8-9899-419a-a67f-b9ba34af5085,3a125b85-47fb-4719-88d6-8854cb3cf6f1,,,2021-10-22,2021-11-01,,,,Pago,,,,,,false,,2026-03-31T16:10:28+00:00,2026-03-31T16:10:28+00:00
cc624024-8d37-406c-946b-77ac6656b784,a7419f66-1aca-44f0-8ab1-ecba774d355f,,,2021-10-18,2021-11-02,,,,Pago,,,,,,false,,2026-03-31T16:10:28+00:00,2026-03-31T16:10:28+00:00
fca9df85-80be-48dc-b584-7cf18a7302ae,3a125b85-47fb-4719-88d6-8854cb3cf6f1,,,2021-10-22,2021-11-07,,,,Pago,,,,,,false,,2026-03-31T16:10:28+00:00,2026-03-31T16:10:28+00:00
bddad7ec-ef94-4e02-8313-c2b3d26aab8f,b6ddc067-1661-455a-af0e-a85032256764,,,2022-01-03,2022-01-03,,,,Pago,,,,,,false,,2026-03-31T16:10:28+00:00,2026-03-31T16:10:28+00:00
3e5ad05e-dfef-428f-9aaf-0cd1d07e7bbc,a8b71b73-2e6c-49f7-9cfe-feac21007d84,,,2022-01-12,2022-01-12,,,,Pago,,,,,,false,,2026-03-31T16:10:28+00:00,2026-03-31T16:10:28+00:00
038fecca-27f4-491a-9eb9-cb99a77cea6d,b6ddc067-1661-455a-af0e-a85032256764,,,2022-01-31,2022-02-11,,,,Pago,,,,,,false,,2026-03-31T16:10:28+00:00,2026-03-31T16:10:28+00:00
99c656ac-e013-49bf-b8f0-e80fa1190a93,a8b71b73-2e6c-49f7-9cfe-feac21007d84,,,2022-08-05,2022-08-05,,,,Pago,,,,,,false,,2026-03-31T16:10:28+00:00,2026-03-31T16:10:28+00:00
a7942c46-18f6-4b8e-8c2f-ea3b57b44d15,174346de-3584-4e69-8b14-93a5b2d328fd,,,2022-08-12,2022-08-15,,,,Pago,,,,,,false,,2026-03-31T16:10:28+00:00,2026-03-31T16:10:28+00:00
431e7070-77de-4af2-9b29-a49ffa3eee77,69635779-34ff-4831-90cd-b45d37688cc2,,,2022-08-22,2022-08-22,,,,Pago,,,,,,false,,2026-03-31T16:10:28+00:00,2026-03-31T16:10:28+00:00
e4af4800-42de-4113-93d9-834625ee55bf,cb89f8de-a28c-435f-a3ad-c7487ce83012,,,2022-08-30,2022-09-02,,,,Pago,,,,,,false,,2026-03-31T16:10:28+00:00,2026-03-31T16:10:28+00:00
49ef946f-512f-495d-b092-83b870a5a977,8a12453f-cfb5-43a5-9d6f-3e391c24a7ba,,,2022-09-05,2022-09-05,,,,Pago,,,,,,false,,2026-03-31T16:10:28+00:00,2026-03-31T16:10:28+00:00
4f539dbd-e24e-4a4a-b45a-4f7e2c290469,b3ae4502-8a3d-49d2-a61c-9507347592c0,,,2022-08-31,2022-09-09,,,,Pago,,,,,,false,,2026-03-31T16:10:28+00:00,2026-03-31T16:10:28+00:00
fd85c032-4bfb-4f55-92a8-17d67eeb9d9c,7d1d0325-6edc-4fd8-81f5-5070066238bc,,,2022-09-12,2022-09-16,,,,Pago,,,,,,false,,2026-03-31T16:10:28+00:00,2026-03-31T16:10:28+00:00
04a836e8-5872-4c9f-982b-bac85c8318b4,4a225738-f336-44a2-b92d-4baa2b0c23d7,,,2022-09-12,2022-09-16,,,,Pago,,,,,,false,,2026-03-31T16:10:28+00:00,2026-03-31T16:10:28+00:00
c0c2c13a-8022-42e6-9adb-9c143ef4f677,41324ef3-9999-4deb-bd49-4c3ebce9960d,,,2022-09-15,2022-09-19,,,,Pago,,,,,,false,,2026-03-31T16:10:28+00:00,2026-03-31T16:10:28+00:00
