id,nome,created_at
db6276e1-6fb0-4af6-ba04-2edd40b13174,Preparação de Jogadores,2026-04-07T14:21:52+00:00
9c75d04a-567b-4a3a-b6c3-b24d3e6678fe,Captação Audiovisual,2026-04-07T14:21:52+00:00
740e06e0-58f0-4e66-9f45-49df359606aa,CSGO Fem & Academy,2026-04-07T14:21:52+00:00
ad815eb5-7645-4800-8dd9-d40d8c674990,Contas e Projetos,2026-04-07T14:21:52+00:00
5f134120-cd34-4f2d-a033-18eb9d2edb5d,Controladoria,2026-04-07T14:21:52+00:00
dace3a0a-09dd-4f4f-81f6-e62297961c7e,Roteiros,2026-04-07T14:21:52+00:00
c057e2d6-0a95-4972-a2f5-977e08c2ce6e,CSGO,2026-04-07T14:21:52+00:00
cbe527d9-7fc6-456f-ad6b-066982e86f05,Conteúdo Performance,2026-04-07T14:21:52+00:00
0dedcb88-e914-4c5f-a3c4-27c126d57f4a,CSGO Male,2026-04-07T14:21:52+00:00
a967a3f0-026a-4af6-a91b-d5a60f7989d3,Juridico,2026-04-07T14:21:52+00:00
8a3baa8e-cab6-4019-a29c-3818b117b63d,People Experience,2026-04-07T14:21:52+00:00
32c39c05-c2cc-48f2-b2ea-0929285f5a98,Produtos,2026-04-07T14:21:52+00:00
341b7805-aa2a-40e1-855a-c05ac59288ef,Estratégia,2026-04-07T14:21:52+00:00
8a4b3ee2-0314-444d-b601-f0892a61ce79,Conteúdo,2026-04-07T14:21:52+00:00
847b7f13-07d5-415d-a9a7-9c9297a06b53,Projetos e Processos,2026-04-07T14:21:52+00:00
c01d1197-915c-4d5e-a0db-6d3fdd8d8b75,Criação,2026-04-07T14:21:52+00:00
ebad041c-6936-49c0-8ba1-d8087c5293d3,Comercial,2026-04-07T14:21:52+00:00
1978dcd8-fbf1-4829-a222-6a9ae3f625f0,Diretoria Akkari,2026-04-07T14:21:52+00:00
0b72c6cc-3bfd-40c0-b038-598fddc05c1a,Marketing,2026-04-07T14:21:52+00:00
641bec34-49c7-41d2-95ff-d5a0cfcd791a,Management,2026-04-07T14:21:52+00:00
6ebf137d-46ec-4465-b0bb-dfbcfddb0485,Tesouraria,2026-04-07T14:21:52+00:00
498cd4c3-f205-4bc3-a20a-e366cb5c89a1,People Operations,2026-04-07T14:21:52+00:00
bd54a2d4-0a16-4876-850d-13fdd6f56ba9,Planejamento e M&A,2026-04-07T14:21:52+00:00
f2ddfcf9-edf2-4025-814f-081c116557b5,Eventos,2026-04-07T14:21:52+00:00
db5f99b4-c6a4-4dcc-98c6-4e674d9841bd,LoL & LoL Academy,2026-04-07T14:21:52+00:00
8ba9ac85-48f7-4a1a-bc99-97e9b90cc32e,People and Culture,2026-04-07T14:21:52+00:00
de653815-57fa-4715-b480-212ff879c968,Rocket League,2026-04-07T14:21:52+00:00
0d484766-d6b1-43ff-9fdd-1a3fab93a9f5,Workplace,2026-04-07T14:21:52+00:00
062c82e5-b0f2-4ebe-975f-fd8449929e2b,R1,2026-04-07T14:21:52+00:00
1b145693-c791-47a7-8ed7-d950d1310267,Diretoria Jaime,2026-04-07T14:21:52+00:00
51d05853-86ab-4d4a-9493-714be9e03c38,Processos e Automações,2026-04-07T14:21:52+00:00
14363344-ba05-463d-a4a2-0bccab87d8fa,Social Media,2026-04-07T14:21:52+00:00
89dc6a4f-5301-437f-bb8d-e4c0f27c59b0,Hospitalidade,2026-04-07T14:21:52+00:00
2d5459c1-7e56-44a8-be59-bc094ce2fb87,Produção,2026-04-07T14:21:52+00:00
015463da-b77f-4a05-9e40-865435745044,FF Emulador,2026-04-07T14:21:52+00:00
43d11a4d-0207-4d0c-b90c-71d0664b3a1d,Facilities,2026-04-07T14:21:52+00:00
a1aa5b7a-ba08-4011-8efc-ab22f0c100b3,BI,2026-04-07T14:21:52+00:00
5c5a51f5-0087-4914-9e6a-df60ae80e756,Financeiro,2026-04-07T14:21:52+00:00
05af94c1-408d-459e-b604-53677de1cce2,Parcerias e Sucesso do Cliente,2026-04-07T14:21:52+00:00
4a2eb898-369e-45ce-bbcb-17f9a876ae86,Produção Executiva,2026-04-07T14:21:52+00:00
0ace1f30-0180-4000-83c6-7e91847ceefe,Edição,2026-04-07T14:21:52+00:00
0d9e8b7f-26e3-4721-8cdb-058714d55937,TI e Intraestrutura,2026-04-07T14:21:52+00:00
dd812f19-eac0-4861-87aa-cfa6df9810d7,Diversidade & Inclusão,2026-04-07T14:21:52+00:00
873a4921-476f-43fa-967e-19546dd2a9f4,Viagens,2026-04-07T14:21:52+00:00
644476ae-deb0-4b81-bb2b-41d84aa05b30,Tradução,2026-04-07T14:21:52+00:00
e14fc555-c4ae-4b1d-a896-5e90cb345704,Talentos,2026-04-07T14:21:52+00:00
10e7f97f-f939-457a-ad77-4f9629f49932,Relações Públicas,2026-04-07T14:21:52+00:00
fa4cd848-9336-4ff7-bfd3-69ef85738db4,Comunidade,2026-04-07T14:21:52+00:00
82655cea-d72a-4537-993e-927554ece18f,FURIA Experience,2026-04-07T14:21:52+00:00
b756a8bf-b930-4a8d-a12b-1b9cfb06ca15,Us Operações,2026-04-07T14:21:52+00:00
fb15f1e1-cc28-4195-acf3-54775d46d78c,FURIA USA,2026-04-07T14:21:52+00:00
bdbaea5f-a992-4d2e-8a10-378822845286,Apex,2026-04-07T14:21:52+00:00
b7d7f30d-a6d1-48a2-8b7e-792035cf1278,Operações,2026-04-07T14:21:52+00:00
1d817987-9caf-4fbc-94bd-7de985efdae5,Performance,2026-04-07T14:21:52+00:00
ca124c8a-8dd0-4c0d-8209-72b667b54249,Performance Staff,2026-04-07T14:21:52+00:00
6f0f611e-b323-4b7b-9df9-db7443e88be0,F-society,2026-04-07T14:21:52+00:00
d8ad14f8-5af9-40d5-8f66-d38d140c1c6f,Valorant,2026-04-07T14:21:52+00:00
47e28a1b-7078-4555-9a90-f9a48d5388e9,LOL Geral,2026-04-07T14:21:52+00:00
eb895fb9-2ce4-4474-a428-d5aed7db7b8f,R6,2026-04-07T14:21:52+00:00
76cf7017-7aa6-4201-a0df-adb5539a2c7a,CSGO Academy,2026-04-07T14:21:52+00:00
1194e09d-af79-4235-9f35-9ac09119b80a,CSGO Fem,2026-04-07T14:21:52+00:00
45eccf39-8d0a-4ca0-ad25-124d48205559,Free Fire,2026-04-07T14:21:52+00:00
f44c2bb7-1d4e-470f-a6a4-d5cecfb28f00,PUBG Mobile,2026-04-07T14:21:52+00:00
860e1881-32ce-4ebb-a1b5-70b537aa28c4,Tecnologia e Operações,2026-04-07T14:21:52+00:00
4e774a61-80ef-4f46-bb07-abbc7949cb7e,EA FC,2026-04-07T14:21:52+00:00
2bcfca62-bc84-47c7-ba0f-676806265b8b,Furia FC,2026-04-07T14:21:52+00:00
59e2a5ab-5053-4d92-91b0-6e10c66082f1,Valorant Academy,2026-04-07T14:21:52+00:00
a93bc51d-dd51-49c0-9c5e-aff5281a9222,PUBG,2026-04-07T14:21:52+00:00
8f74d119-3823-42e3-9986-4644847e2e96,MadHouse TV,2026-04-07T14:21:52+00:00
85f811e7-eed1-4e25-9fab-886ace735596,Crossfire,2026-04-07T14:21:52+00:00
ffe5d182-c989-46d7-8750-fe36fea41e40,,2026-04-07T14:21:52+00:00
