id,app_role,settings,created_at,updated_at
d42eee59-0612-4ebf-8935-898ce0b6e4aa,,{},2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
cb89f8de-a28c-435f-a3ad-c7487ce83012,,{},2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
54b4fbcd-2a63-45c5-bb6b-11e0b1431d4f,,{},2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
744a59bb-8278-4605-a289-58212dd03944,,{},2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
7c835d94-6052-4687-b022-b4d48f534daa,,{},2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
952ede89-dfca-4f4c-9eaf-b67606865ad1,,{},2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
fc83168a-60a4-45b8-af9b-82b7080c5a3d,,{},2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
c3c20e39-2b8d-4b7a-adab-874d5bb255ba,,{},2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
91095d91-1375-4868-a2f2-eb62b02b2b9d,,{},2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
d3a04e1d-7a6d-4010-b8ee-99ad81ddcd05,,{},2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
6e3f0dd1-0763-4b73-9a6f-7f56c52308f0,,{},2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
610f4f4a-c6d4-4180-9c6f-8fe27bc3954c,,{},2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
d357fbc5-f31a-4bcd-a973-0ae6e0bcb394,,{},2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
54bed095-8613-49cd-864b-f1eba374a479,,{},2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
a8b71b73-2e6c-49f7-9cfe-feac21007d84,,{},2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
d8e40f31-441d-41bd-9550-9dc57e791737,,{},2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
e6dd2cfe-7d08-48b6-8b6b-ecb28bf0850a,,{},2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
8a12453f-cfb5-43a5-9d6f-3e391c24a7ba,,{},2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
ccb2407a-4918-4b21-a974-d328053132c4,,{},2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
84efa434-e30f-448d-8e4a-066aa248e43f,,{},2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
c22d11de-ed9d-42e2-8960-c201de5e958c,,{},2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
b6ddc067-1661-455a-af0e-a85032256764,,{},2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
c10de15c-4917-4da0-8e52-07096ed3657b,,{},2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
7bc0de5b-a59f-4a5b-98ff-6803dcf798dc,,{},2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
b8744668-0860-481e-b623-617a42bb38e9,,{},2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
bfb2bb08-d29d-4924-a9f8-33b490b39e6d,,{},2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
f3347fff-dd1b-418a-9494-ac56843b3c36,,{},2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
4a225738-f336-44a2-b92d-4baa2b0c23d7,,{},2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
8c6006dd-b095-40c9-9a68-ddec901fb6ca,,{},2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
461bb6f0-a909-4a6a-87ea-71c5095e1ff2,,{},2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
f3a11981-60f8-4a98-a874-b4486aa21021,,{},2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
a46830b9-1551-4fd4-82d2-99c8b92bf0d8,,{},2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
9b355bae-488d-4f74-9bb1-011e97e618dc,,{},2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
53ec9ae2-1718-4577-b123-e3df640403b5,,{},2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
b69b323f-9ed5-4e29-b5ae-41d046c99f4c,,{},2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
24cef636-ef3b-49ce-ae2a-00036d695c17,,{},2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
cc4d38f5-f1b7-42ff-8e3a-e22015567f7d,,{},2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
69635779-34ff-4831-90cd-b45d37688cc2,,{},2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
40125ed8-7f41-4bfb-9a5f-1a8b752a45b9,,{},2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
feeebc20-1459-4e34-8ee0-62c0812d8ec3,,{},2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
1a678ee9-0148-46e6-b075-cf749847d5a9,,{},2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
9eae4a87-c98b-41a5-94f5-e07aa220b30c,,{},2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
d3dd6b7c-5860-461c-9ff5-14866ca165fd,,{},2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
831a0e87-ca61-4b9d-9a4e-e47235639656,,{},2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
cded1840-4f60-4334-abbd-e51bbc5d3425,,{},2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
d6b1b6d6-05d5-41f5-9f72-6009e5f1ac71,,{},2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
664663e4-106e-4e23-9e75-1e91207e9ccd,,{},2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
e44c5881-8a20-4df1-aa5f-3961c169c5c6,,{},2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
174346de-3584-4e69-8b14-93a5b2d328fd,,{},2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
b3ae4502-8a3d-49d2-a61c-9507347592c0,,{},2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
41324ef3-9999-4deb-bd49-4c3ebce9960d,,{},2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
cc9c032c-0252-4b2f-9dae-da98011551a8,,{},2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
f99d3f64-9dce-4b4b-b4cf-3db3343492b3,,{},2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
7d440f01-5191-4453-9773-f8f5197d89d6,,{},2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
6362c430-d242-4a99-82f1-a41fee97b517,,{},2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
c03711b1-5564-4b77-9660-72ca9044e231,,{},2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
f40a7050-4631-4f16-9707-e6db44bd9130,,{},2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
d62f8ab4-4600-4a0f-aa7d-48c3fb580579,,{},2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
b419e09d-1296-479f-84c0-0adee88bed66,,{},2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
c2b8673f-69a9-43d5-b624-c936fb20938f,,{},2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
e472cdba-2662-43b5-a375-11549f63c62c,,{},2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
cc399bc8-edcf-4efc-9160-572b25ecb654,,{},2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
ccbdf2cd-94fe-4974-be98-db97aa83fa59,,{},2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
3ad9430c-2981-4018-b021-2689ea2b191c,,{},2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
d572bfb6-99df-45a1-abb5-7834991ce6bd,,{},2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
c7b6c2a1-e8ad-44cc-b320-afdf3b22c5d0,,{},2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
56590a18-0f86-4db1-8e9b-be4ff9d3f4e9,,{},2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
0adc3382-106d-4f63-a893-430ec55db041,,{},2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
a7419f66-1aca-44f0-8ab1-ecba774d355f,,{},2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
1df04616-6d7f-47c7-9548-c7bc4aed2d16,,{},2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
d276a9a4-177d-495b-9597-45b493b669e0,,{},2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
9c3b8b3b-4048-4acb-9430-26e6bd274702,,{},2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
3a125b85-47fb-4719-88d6-8854cb3cf6f1,,{},2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
7d1d0325-6edc-4fd8-81f5-5070066238bc,,{},2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
673dd2a8-2bfd-4ac9-a54e-f439abef06a3,,{},2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
4facbe77-e9dd-42b2-b955-fb8bfa9bdd15,,{},2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
56057cba-2a67-47ae-9947-170d2adb05d6,,{},2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
1815867a-4d49-4aa5-9328-a5b02ff6a483,,{},2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
eeb23ed6-b2d9-4908-8ade-5b871f1b151d,,{},2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
50399934-d2c6-40fe-ba10-a52dab469a70,,{},2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
52f9099b-ace2-4953-9eb5-fb823948f8ef,,{},2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
8fdf9dfa-ad98-4fb2-9fdf-9eca6ef4c6a2,,{},2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
5aa14636-6a13-42af-aeec-0dcf06dbe24c,,{},2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
49f44e12-368a-44ac-863b-6ee40bf9692d,,{},2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
99c50cd5-adc5-44ce-a32d-d0b37682a226,,{},2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
324a9cab-85ca-4992-9c58-1fb270d49994,,{},2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
58330443-4749-4cca-97ae-319d03ae57f7,,{},2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
c07306c1-3f2d-4386-b079-baf529912554,,{},2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
