id,title,description,owner_id,cycle_id,team_id,alignment_id,status,health,health_override,progress,is_top_down,requires_manager_approval,created_at,updated_at
b41c80e4-0631-470d-a95d-74f2664e578b,Receita,,49f44e12-368a-44ac-863b-6ee40bf9692d,03259998-44c4-4894-802f-9e60796508d1,,,concluido,verde,False,0.68,False,False,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
f1aa091a-8d8b-4a58-a3c4-c27ccb8eb123,Auxiliar em Materiais para geração de Receita,"Trilhas para auxiliar CS

Trilhas para auxiliar Vendas

Trilhas para auxiliar Pre-Vendas

Exemplos?

Trilha de Sal

Trilha de Cases

Trilha de Webinar",8fdf9dfa-ad98-4fb2-9fdf-9eca6ef4c6a2,03259998-44c4-4894-802f-9e60796508d1,,,concluido,verde,False,0.73,False,False,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
aac44336-53bb-4898-ad7e-27e518363915,Promover webinars que gerem listas estratégicas  ,,8fdf9dfa-ad98-4fb2-9fdf-9eca6ef4c6a2,03259998-44c4-4894-802f-9e60796508d1,,,concluido,verde,False,1.0,False,False,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
316d3b62-11bd-4aca-a64c-eef6ee354030,Conquistar um ROI positivo no RH Summit,,3a125b85-47fb-4719-88d6-8854cb3cf6f1,03259998-44c4-4894-802f-9e60796508d1,,11d9f5ba-cf92-44eb-92b9-10545c7d2d44,concluido,verde,False,0.33,False,False,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
ca9f38c8-4e1f-47de-87f0-253c1d288b52,Transformar o Outbound em um canal efetivo de receita,,50399934-d2c6-40fe-ba10-a52dab469a70,03259998-44c4-4894-802f-9e60796508d1,,,concluido,verde,False,1.0,False,False,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
ab3f8d53-7c44-4d0b-bc5d-c599f2c6ce93,Escrituração/ Governança,,cb89f8de-a28c-435f-a3ad-c7487ce83012,03259998-44c4-4894-802f-9e60796508d1,,,concluido,verde,False,0.37,False,False,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
bb4bec6b-1677-436d-833b-949865f7fe8e,Renovação e Expansão,,fc83168a-60a4-45b8-af9b-82b7080c5a3d,03259998-44c4-4894-802f-9e60796508d1,,3c3da91d-e0fa-4cac-92fb-c1961d159b8d,concluido,verde,False,0.7,False,False,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
d8e5f79c-9e74-4beb-a98f-70d41b64a8f8,ILP/ Plataforma,,7c835d94-6052-4687-b022-b4d48f534daa,03259998-44c4-4894-802f-9e60796508d1,,,concluido,verde,False,0.55,False,False,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
5ae8d5b2-9fed-4a57-8399-eae09f72d5c2,Aumentar integração e potência de grupo,,41324ef3-9999-4deb-bd49-4c3ebce9960d,03259998-44c4-4894-802f-9e60796508d1,,d826b973-a899-4533-9e69-6c6af52995ff,concluido,verde,False,0.58,False,False,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
4ef99c95-e129-4789-99b9-cad0f3a58f3e,Empresas Validadas,,56057cba-2a67-47ae-9947-170d2adb05d6,03259998-44c4-4894-802f-9e60796508d1,,,concluido,verde,False,0.95,False,False,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
2a0ec31e-8228-416e-adf7-7266320ad5d8,Potencializar a performance de Vendas e CS,,3a125b85-47fb-4719-88d6-8854cb3cf6f1,03259998-44c4-4894-802f-9e60796508d1,,,concluido,verde,False,1.0,False,False,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
f1fdf560-947b-43a8-8504-bd09e119c8b1,Implementar projeto de segurança de dados e LGPD,,41324ef3-9999-4deb-bd49-4c3ebce9960d,03259998-44c4-4894-802f-9e60796508d1,,d826b973-a899-4533-9e69-6c6af52995ff,concluido,verde,False,0.64,False,False,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
d826b973-a899-4533-9e69-6c6af52995ff,Formar equipe de alta performance em um ambiente saudável e construtivo de trabalho,,41324ef3-9999-4deb-bd49-4c3ebce9960d,03259998-44c4-4894-802f-9e60796508d1,,,concluido,verde,False,0.53,False,False,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
fc9719e3-f219-4b94-a527-4d0db63b2966,Atrair e Recrutar os Melhores Talentos,,664663e4-106e-4e23-9e75-1e91207e9ccd,03259998-44c4-4894-802f-9e60796508d1,,d826b973-a899-4533-9e69-6c6af52995ff,concluido,verde,False,0.68,False,False,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
8fa8fb55-9739-48f6-8a64-72bed16d30b5,Fazer o go-to-market do B360 e serviço de digitalização do legado ,,3a125b85-47fb-4719-88d6-8854cb3cf6f1,03259998-44c4-4894-802f-9e60796508d1,,11d9f5ba-cf92-44eb-92b9-10545c7d2d44,concluido,verde,False,1.0,False,False,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
11d9f5ba-cf92-44eb-92b9-10545c7d2d44,Receita Potencial SAL,,49f44e12-368a-44ac-863b-6ee40bf9692d,03259998-44c4-4894-802f-9e60796508d1,,,concluido,verde,False,1.0,False,False,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
6e64dc0e-6b59-40c9-b0bb-2a9ddc9a3817,Faturamento,,49f44e12-368a-44ac-863b-6ee40bf9692d,03259998-44c4-4894-802f-9e60796508d1,,,concluido,verde,False,0.84,False,False,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
2687bafa-7eab-42f9-b661-cbfbf82a170e,Ser a ponta de dados da empresa,,50399934-d2c6-40fe-ba10-a52dab469a70,03259998-44c4-4894-802f-9e60796508d1,,,concluido,verde,False,1.0,False,False,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
00a99f3e-c97e-425f-977c-5e2b22718952,SALs,,56057cba-2a67-47ae-9947-170d2adb05d6,03259998-44c4-4894-802f-9e60796508d1,,,concluido,verde,False,0.92,False,False,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
143cf21b-9d91-4a6c-aa9d-a9516f9219ae,Qualificados,,56057cba-2a67-47ae-9947-170d2adb05d6,03259998-44c4-4894-802f-9e60796508d1,,,concluido,verde,False,0.98,False,False,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
7032ea65-9c87-4b9c-9c66-4198c8c8d457,Criar novos canais de distribuição de conteúdo,,8fdf9dfa-ad98-4fb2-9fdf-9eca6ef4c6a2,03259998-44c4-4894-802f-9e60796508d1,,,concluido,verde,False,0.36,False,False,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
52e7b722-e935-490b-8814-012d9479a79e,Entregar valor com agilidade,,6e3f0dd1-0763-4b73-9a6f-7f56c52308f0,03259998-44c4-4894-802f-9e60796508d1,,3c3da91d-e0fa-4cac-92fb-c1961d159b8d,concluido,verde,False,0.55,False,False,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
ac12c30a-800a-4a67-a7fe-92e2c56ba97f,Aumentar integração e potência de grupo,,41324ef3-9999-4deb-bd49-4c3ebce9960d,3c505d9c-f43b-447c-9c4c-956c7ecca0c6,,66713011-49bc-40cb-8ea6-39045f298b0f,concluido,verde,False,0.0,False,False,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
19afde26-fdda-49a6-8e56-c2eb31519c8a,Atrair e Recrutar os Melhores Talentos,,41324ef3-9999-4deb-bd49-4c3ebce9960d,3c505d9c-f43b-447c-9c4c-956c7ecca0c6,,66713011-49bc-40cb-8ea6-39045f298b0f,concluido,verde,False,0.0,False,False,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
6e35fd34-d26e-4109-98ec-b7f78a5af653,Receita,,49f44e12-368a-44ac-863b-6ee40bf9692d,3c505d9c-f43b-447c-9c4c-956c7ecca0c6,,,concluido,verde,False,0.0,False,False,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
66713011-49bc-40cb-8ea6-39045f298b0f,Formar equipe de alta performance em um ambiente saudável e construtivo de trabalho,,41324ef3-9999-4deb-bd49-4c3ebce9960d,3c505d9c-f43b-447c-9c4c-956c7ecca0c6,,,concluido,verde,False,0.0,False,False,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
3d0f5aaf-0b9a-4c03-9995-e6916482e0d0,Implementar projeto de segurança de dados e LGPD,,41324ef3-9999-4deb-bd49-4c3ebce9960d,3c505d9c-f43b-447c-9c4c-956c7ecca0c6,,66713011-49bc-40cb-8ea6-39045f298b0f,concluido,verde,False,0.0,False,False,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
758e188d-774e-44f4-9a1d-bde1b2235b61,Product Marketing,,3a125b85-47fb-4719-88d6-8854cb3cf6f1,3c505d9c-f43b-447c-9c4c-956c7ecca0c6,,,concluido,verde,False,0.74,False,False,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
1189d26e-d3eb-4890-9caf-25c3366ba9df,Front + SEO,,673dd2a8-2bfd-4ac9-a54e-f439abef06a3,3c505d9c-f43b-447c-9c4c-956c7ecca0c6,,,concluido,verde,False,0.9,False,False,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
5d478559-cea2-48bc-a128-4fdbbfcbd874,Renovação e Expansão,,fc83168a-60a4-45b8-af9b-82b7080c5a3d,3c505d9c-f43b-447c-9c4c-956c7ecca0c6,,,concluido,verde,False,1.0,False,False,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
a82b9332-2688-49df-b1a1-79e289a84908,Aumentar a satisfação dos clientes,,fc83168a-60a4-45b8-af9b-82b7080c5a3d,3c505d9c-f43b-447c-9c4c-956c7ecca0c6,,5d478559-cea2-48bc-a128-4fdbbfcbd874,concluido,verde,False,0.04,False,False,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
ba1b6068-a187-49e8-9eb6-0b0179cdd4c3,SALs,,56057cba-2a67-47ae-9947-170d2adb05d6,3c505d9c-f43b-447c-9c4c-956c7ecca0c6,,,concluido,verde,False,0.44,False,False,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
0d4a6a8f-8621-4e80-bcc5-3dfef4c6cfbd,Qualificados,,56057cba-2a67-47ae-9947-170d2adb05d6,3c505d9c-f43b-447c-9c4c-956c7ecca0c6,,,concluido,verde,False,0.54,False,False,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
d5213989-798d-4f1a-88f2-354a9ed4902a,Escrituração/ Governança,,cb89f8de-a28c-435f-a3ad-c7487ce83012,3c505d9c-f43b-447c-9c4c-956c7ecca0c6,,,concluido,verde,False,0.4,False,False,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
b4758d23-22a2-4408-bf83-ac59dba66461,LDR,,56057cba-2a67-47ae-9947-170d2adb05d6,3c505d9c-f43b-447c-9c4c-956c7ecca0c6,,,concluido,verde,False,1.0,False,False,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
eee9464c-d17b-4692-b71f-487b7dab2f29,Receita Potencial SAL,,49f44e12-368a-44ac-863b-6ee40bf9692d,3c505d9c-f43b-447c-9c4c-956c7ecca0c6,,,concluido,verde,False,0.71,False,False,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
6a7a2666-7e0a-4f40-a054-2e29102ae31c,Conteudo,,8fdf9dfa-ad98-4fb2-9fdf-9eca6ef4c6a2,3c505d9c-f43b-447c-9c4c-956c7ecca0c6,,,concluido,verde,False,0.75,False,False,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
934ab074-b713-4fd8-9f77-f57613181831,Revenue Opps,,50399934-d2c6-40fe-ba10-a52dab469a70,3c505d9c-f43b-447c-9c4c-956c7ecca0c6,,,concluido,verde,False,1.0,False,False,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
9312a463-09fb-44b2-bbb5-a3dbbc64d7e9,Faturamento,,8fdf9dfa-ad98-4fb2-9fdf-9eca6ef4c6a2,3c505d9c-f43b-447c-9c4c-956c7ecca0c6,,,concluido,verde,False,0.0,False,False,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
60b4379f-6ee8-488f-a492-37db227e7d2c,ILP/ Plataforma,,7c835d94-6052-4687-b022-b4d48f534daa,3c505d9c-f43b-447c-9c4c-956c7ecca0c6,,,concluido,verde,False,0.0,False,False,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
3b9686fb-5969-4b19-b501-66a4b4a9c42f,Renovação e Expansão,,fc83168a-60a4-45b8-af9b-82b7080c5a3d,bd70b5ea-65e6-4231-8a04-dc71d369057b,,,concluido,verde,False,0.0,False,False,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
9e4c9ce1-e36f-4959-b13f-d1776d4a3926,Fatutamento,,49f44e12-368a-44ac-863b-6ee40bf9692d,bd70b5ea-65e6-4231-8a04-dc71d369057b,,,concluido,verde,False,0.0,False,False,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
ed152f97-b7ee-4593-81b6-580406c6496b,Plataforma,,7c835d94-6052-4687-b022-b4d48f534daa,bd70b5ea-65e6-4231-8a04-dc71d369057b,,,concluido,verde,False,0.25,False,False,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
bf6f20d8-93d7-45dc-8fff-626a2fb5019a,Escrituração & Governança Societária,,cb89f8de-a28c-435f-a3ad-c7487ce83012,bd70b5ea-65e6-4231-8a04-dc71d369057b,,,concluido,verde,False,0.1,False,False,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
3d622681-9b21-4cac-9589-98134dd4557b,ILPs - Incentivos de Longo Prazo,,7c835d94-6052-4687-b022-b4d48f534daa,bd70b5ea-65e6-4231-8a04-dc71d369057b,,,concluido,verde,False,0.03,False,False,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
c1addea3-fa6a-43b6-b174-4802307a1f6a,Formar equipe de alta performance em um ambiente saudável e construtivo de trabalho,,49f44e12-368a-44ac-863b-6ee40bf9692d,bd70b5ea-65e6-4231-8a04-dc71d369057b,,,concluido,verde,False,0.0,False,False,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
467bb646-8a48-43e4-a985-650f20562452,Qualificados,,49f44e12-368a-44ac-863b-6ee40bf9692d,bd70b5ea-65e6-4231-8a04-dc71d369057b,,,concluido,verde,False,0.97,False,False,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
6b391d75-4646-497e-91d0-1eb22f050a8d,Receita Novos Clientes,,49f44e12-368a-44ac-863b-6ee40bf9692d,bd70b5ea-65e6-4231-8a04-dc71d369057b,,,concluido,verde,False,0.8,False,False,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
51e0e17e-86c6-4b85-852c-3d46222d9638,Motor do Marketing,,49f44e12-368a-44ac-863b-6ee40bf9692d,bd70b5ea-65e6-4231-8a04-dc71d369057b,,,concluido,verde,False,0.76,False,False,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
51b5170f-821c-47dd-af0f-2293e566004c,Revenue Ops,,50399934-d2c6-40fe-ba10-a52dab469a70,bd70b5ea-65e6-4231-8a04-dc71d369057b,,,concluido,verde,False,1.0,False,False,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
548d5721-df05-46d1-92d1-268e9287ff20,Front,,673dd2a8-2bfd-4ac9-a54e-f439abef06a3,bd70b5ea-65e6-4231-8a04-dc71d369057b,,,concluido,verde,False,0.82,False,False,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
7b4a1f23-9370-4308-9280-882bb81ce85c,Product Marketing,,3a125b85-47fb-4719-88d6-8854cb3cf6f1,bd70b5ea-65e6-4231-8a04-dc71d369057b,,,concluido,verde,False,0.0,False,False,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
4507b584-15df-4503-9a2f-db3acf03ab17,Implementar projeto de segurança de dados e LGPD,,41324ef3-9999-4deb-bd49-4c3ebce9960d,bd70b5ea-65e6-4231-8a04-dc71d369057b,,c1addea3-fa6a-43b6-b174-4802307a1f6a,concluido,verde,False,0.0,False,False,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
